STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Odisha,Angul,PMGSY-I,310,16,310,16,0,0,1411.008,600.14673,1340.386,564.0837,0
Odisha,Bargarh,PMGSY-II,23,0,23,0,0,0,143.675,56.40737,140.469,48.4113,0
Odisha,Boudh,PMGSY-I,167,7,167,7,0,0,593.565,202.2419,552.904,186.9243,0
Odisha,Boudh,PMGSY-II,6,0,6,0,0,0,35.901,14.6532,35.71,13.4258,0
Odisha,Cuttack,PMGSY-I,476,11,476,11,0,0,1943.923,893.19247,1899.696,901.7172,0
Odisha,Kalahandi,PMGSY-II,33,8,33,8,0,0,152.462,106.4189,149.833,92.3227,0
Odisha,Kalahandi,PMGSY-III,44,13,20,0,24,13,367.59,255.952,276.399,181.6055,89.427
Odisha,Khurda,PMGSY-III,48,2,44,1,4,1,272.285,174.18535,261.819,149.6073,4.948
Odisha,Koraput,PMGSY-I,904,40,901,40,3,0,3787.363,1917.56035,3635.624,1962.2206,2.707
Odisha,Malkangiri,RCPLWEA,30,0,26,0,4,0,353.815,314.24901,323.853,279.3517,26.1
Odisha,Mayurbhanj,PMGSY-II,76,3,76,3,0,0,310.147,146.92307,307.533,157.6336,0
Odisha,Puri,PMGSY-II,24,0,24,0,0,0,126.72,54.52572,124.129,46.4256,0
Odisha,Sonepur,PMGSY-I,335,9,335,9,0,0,1270.425,444.0708,1189.798,406.4351,0
Odisha,Sonepur,PMGSY-III,30,3,29,2,1,1,191.854,144.2091,183.504,130.5744,1.796
Punjab,Amritsar,PMGSY-I,73,0,73,0,0,0,396.395,172.0362,395.96,158.7712,0
Punjab,Amritsar,PMGSY-III,31,2,10,0,21,2,286.661,253.71377,123.82,83.735,162.841
Punjab,Barnala,PMGSY-II,3,1,3,1,0,0,40.45,28.6027,40.45,22.5468,0
Punjab,"Fatehgarh Sahib",PMGSY-I,21,0,21,0,0,0,197.24,75.87,197.24,72.714,0
Punjab,Fazilka,PMGSY-III,13,1,7,1,6,0,138.86,117.763,100.81,73.9197,36.52
Punjab,Firozpur,PMGSY-III,6,0,3,0,3,0,62.94,62.01797,28.93,27.3398,34.01
Punjab,Jalandhar,PMGSY-I,56,0,56,0,0,0,340.12,121.8067,340.12,105.1702,0
Punjab,Ludhiana,PMGSY-I,66,0,66,0,0,0,531.994,251.5569,531.995,241.9727,0
Punjab,Mansa,PMGSY-III,6,1,6,0,0,1,47.35,38.4315,47.35,33.4517,0
Punjab,Moga,PMGSY-I,27,0,27,0,0,0,294.62,116.9546,294.62,108.2488,0
Punjab,Nawashahar,PMGSY-III,6,1,2,0,4,1,40.495,39.94263,9.69,6.9675,30.805
Punjab,"Tarn Taran",PMGSY-II,5,0,5,0,0,0,43.56,26.7321,43.66,21.0233,0
Rajasthan,Ajmer,PMGSY-III,10,0,10,0,0,0,116.07,69.13503,116.07,47.5451,0
Rajasthan,Banswara,PMGSY-II,14,1,14,1,0,0,112.125,48.7737,112.35,32.2192,0
Rajasthan,Barmer,PMGSY-I,750,0,750,0,0,0,3562.905,623.9636,3426.04,555.1708,0
Rajasthan,Beawar,PMGSY-II,5,0,5,0,0,0,55.1,20.3931,55.1,17.627,0
Rajasthan,Bhilwara,PMGSY-I,330,0,330,0,0,0,1266.92,238.8901,1209.103,212.2705,0
Rajasthan,Churu,PMGSY-I,295,0,295,0,0,0,1715.86,275.6133,1589.755,260.5425,0
Rajasthan,Dholpur,PMGSY-I,253,0,253,0,0,0,854.78,141.0214,767.14,148.4429,0
Rajasthan,"Didwana Kuchaman",PMGSY-I,408,0,408,0,0,0,1425.96,246.0818,1350.96,212.9428,0
Rajasthan,Dudu,PMGSY-I,123,0,123,0,0,0,529.015,118.47,528.608,106.1774,0
Rajasthan,Jhalawar,PMGSY-III,13,0,12,0,1,0,104.398,48.5854,91.81,39.3022,12.17
Rajasthan,Jhunjhunun,PMGSY-II,13,0,13,0,0,0,84,53.1762,84.7,39.9326,0
Rajasthan,"Jodhpur Gramin",PMGSY-I,648,0,648,0,0,0,2682.1,444.6619,2625.137,365.7714,0
Rajasthan,"Jodhpur Gramin",PMGSY-II,11,1,11,1,0,0,110.5,49.1458,110.5,35.7793,0
Rajasthan,"Jodhpur Gramin",PMGSY-III,35,0,34,0,1,0,416.97,233.62385,416.15,159.8479,0.5
Rajasthan,Phalodi,PMGSY-II,2,0,2,0,0,0,29.5,12.2832,29.5,8.859,0
Rajasthan,Pratapgarh,PMGSY-II,8,0,8,0,0,0,70,31.2462,70,18.5287,0
Rajasthan,Rajsamand,PMGSY-I,369,0,369,0,0,0,1338.56,306.3419,1347.99,270.2181,0
Rajasthan,Rajsamand,PMGSY-II,11,0,11,0,0,0,98,47.70859,98,33.7092,0
Rajasthan,Tonk,PMGSY-III,32,0,27,0,5,0,239.343,139.19612,217.27,105.1124,23.525
Sikkim,East,PMGSY-II,3,0,3,0,0,0,7.8,6.7633,6.92,5.5476,0
Sikkim,North,PMGSY-II,2,0,2,0,0,0,5,3.9899,5,3.7181,0
Sikkim,"West Sikkim",PMGSY-II,9,0,6,0,3,0,27.18,23.2758,26.405,19.4637,0.775
"Tamil Nadu",Ariyalur,PMGSY-I,171,0,171,0,0,0,368.847,102.83873,368.806,94.2441,0
"Tamil Nadu",Chengalpattu,PMGSY-III,19,3,10,0,9,3,81.153,71.6795,40.719,24.9309,40.434
"Tamil Nadu",Coimbatore,PMGSY-I,160,5,160,5,0,0,330.124,107.93731,326.648,192.651,0
"Tamil Nadu",Cuddalore,PMGSY-II,27,0,27,0,0,0,87.289,37.9344,87.289,38.6719,0
"Tamil Nadu",Dharmapuri,PMGSY-II,25,1,25,1,0,0,89.24,31.42687,89.18,31.9251,0
"Tamil Nadu",Dindigul,PMGSY-I,274,0,274,0,0,0,604.428,151.42387,594.451,131.858,0
"Tamil Nadu",Erode,PMGSY-I,230,1,230,1,0,0,513.66,134.35828,506.001,126.0865,0
"Tamil Nadu",Kanchipuram,PMGSY-II,14,5,14,5,0,0,49.11,25.4898,49.29,26.8983,0
"Tamil Nadu",Kanniyakumari,PMGSY-I,106,0,106,0,0,0,140.055,29.9809,135.943,18.8029,0
"Tamil Nadu",Karur,PMGSY-II,26,0,26,0,0,0,83.439,32.8887,83.439,32.5093,0
"Tamil Nadu",Krishnagiri,PMGSY-III,49,8,27,0,22,8,198.32,148.42358,117.46,77.0747,80.855
"Tamil Nadu",Madurai,PMGSY-II,36,0,36,0,0,0,125.62,45.16382,125.62,48.7631,0
"Tamil Nadu",Nagapattinam,PMGSY-III,38,5,29,0,9,5,156.203,153.38103,114.362,152.2469,41.845
"Tamil Nadu",Namakkal,PMGSY-I,227,0,227,0,0,0,411.066,134.62504,408.816,110.0604,0
"Tamil Nadu",Namakkal,PMGSY-II,30,0,30,0,0,0,86.151,31.75087,86.156,33.0551,0
"Tamil Nadu",Perambalur,PMGSY-III,24,2,21,0,3,2,83.92,53.11626,74.03,43.171,9.89
"Tamil Nadu",Pudukkottai,PMGSY-II,17,0,17,0,0,0,92.88,37.80413,92.967,39.9942,0
"Tamil Nadu",Sivagangai,PMGSY-I,209,0,209,0,0,0,433.688,107.15013,431.905,273.4849,0
"Tamil Nadu",Tenkasi,PMGSY-I,45,0,45,0,0,0,85.593,17.32462,85.593,12.8216,0
"Tamil Nadu",Thanjavur,PMGSY-I,302,2,302,2,0,0,564.204,132.16558,563.374,139.4407,0
"Tamil Nadu",Tiruchirappalli,PMGSY-III,81,1,52,1,29,0,310.51,168.58226,197.245,91.7242,113.28
"Tamil Nadu",Tirunelveli,PMGSY-III,46,0,26,0,20,0,192.225,102.1219,111.36,55.9341,80.865
"Tamil Nadu",Tirupathur,PMGSY-III,29,0,15,0,14,0,104.84,62.34779,52.98,26.4445,51.86
"Tamil Nadu",Tiruvallur,PMGSY-II,12,0,12,0,0,0,40.435,13.93617,40.435,13.8781,0
"Tamil Nadu",Tiruvarur,PMGSY-I,294,28,294,28,0,0,615.127,367.29118,604.058,337.5778,0
"Tamil Nadu",Vellore,PMGSY-I,117,0,117,0,0,0,349.742,74.25392,349.683,61.4774,0
"Tamil Nadu",Virudhunagar,PMGSY-II,36,0,36,0,0,0,136.746,47.95317,136.746,49.144,0
Telangana,Adilabad,PMGSY-II,2,2,2,2,0,0,18.99,19.2077,16.041,17.5167,0
Telangana,Adilabad,PMGSY-III,7,7,5,4,2,3,60.545,62.04833,44.62,35.7106,15.05
Telangana,Jagitial,PMGSY-II,3,0,3,0,0,0,22.83,11.44,21.717,10.3955,0
Telangana,Jangoan,PMGSY-III,13,0,9,0,4,0,137.128,98.54163,110.917,81.8864,23.714
Telangana,"Jogulamba Gadwal",PMGSY-III,7,1,1,0,6,1,37.176,18.63608,10.1,6.7208,27.076
Telangana,Kamareddy,PMGSY-II,4,1,4,1,0,0,36.94,24.3256,36.94,24.8706,0
Telangana,Karimnagar,PMGSY-II,3,0,3,0,0,0,27.18,13.8392,26.431,13.3442,0
Telangana,Khammam,PMGSY-II,6,1,6,1,0,0,69.14,49.8709,66.773,35.9228,0
Telangana,"Komrambheem Asifabad",PM-JANMAN,8,0,0,0,8,0,19.85,19.73805,0,0,19.85
Telangana,Mahabubabad,PMGSY-I,177,6,175,6,2,0,418.395,163.28082,402.179,204.4024,10.56
Telangana,Medak,PMGSY-II,4,0,4,0,0,0,32.8,17.6255,31.112,14.8315,0
Telangana,"Medchal Malkajgiri",PMGSY-II,2,1,2,1,0,0,15.59,14.3107,12.282,10.2042,0
Telangana,Mulugu,PMGSY-I,68,4,67,4,1,0,215.437,89.7022,210.833,99.0521,2.68
Telangana,Mulugu,PMGSY-II,2,0,2,0,0,0,12.6,9.5286,12.57,8.3201,0
Telangana,Narayanpet,PMGSY-II,3,0,3,0,0,0,30.29,18.952,29.853,14.4262,0
Telangana,Nirmal,PMGSY-I,74,13,70,12,4,1,272.87,92.9709,255.516,124.5224,14.034
Telangana,Peddapalli,PMGSY-I,63,0,63,0,0,0,159.708,22.7232,157.155,40.031,0
Telangana,"Rajanna Sircilla",PMGSY-I,49,4,49,4,0,0,151.225,28.7581,143.795,53.3743,0
Telangana,"Ranga Reddy",PMGSY-I,108,22,108,22,0,0,437.925,100.8337,430.273,185.4617,0
Telangana,Sangareddy,PMGSY-I,147,9,147,9,0,0,414.57,94.1774,405.846,182.4015,0
Telangana,Vikarabad,PMGSY-I,84,11,84,11,0,0,263.114,49.4155,250.595,-157.4155,0
Telangana,Wanaparthy,PMGSY-II,1,0,1,0,0,0,6.82,4.0783,6.2,2.8984,0
Telangana,Wanaparthy,PMGSY-III,11,4,4,1,7,3,49.94,37.41594,17.943,15.8849,30.12
Telangana,Warangal,PMGSY-II,4,1,4,1,0,0,27.51,16.3862,23.9,13.4793,0
Tripura,Dhalai,PMGSY-I,177,5,163,3,14,2,827.804,548.78394,704.704,470.2871,63.218
Tripura,Gomati,PMGSY-III,20,1,0,0,20,1,148.475,144.96541,7.285,6.0398,141.19
Tripura,Khowai,PM-JANMAN,1,0,0,0,1,0,3.033,2.8864,0,0,3.033
Tripura,"North Tripura",PMGSY-II,4,0,4,0,0,0,20.642,20.93553,20.642,21.8013,0
Tripura,Sepahijala,PMGSY-III,15,0,0,0,15,0,114.393,101.17027,0,0,114.393
Tripura,"West Tripura",PMGSY-II,8,0,7,0,1,0,57.33,54.70353,53.118,46.553,4.393
"Uttar Pradesh",Amethi,PMGSY-III,43,0,31,0,12,0,301.508,247.0922,272.905,187.0272,26.727
"Uttar Pradesh",Ayodhya,PMGSY-I,246,0,246,0,0,0,821.71,249.8483,817.005,240.9513,0
"Uttar Pradesh",Ayodhya,PMGSY-III,39,0,33,0,6,0,278.575,197.3226,271.355,140.312,6.57
"Uttar Pradesh",Azamgarh,PMGSY-I,370,0,370,0,0,0,1023.18,281.2348,1011.782,262.8165,0
"Uttar Pradesh",Baghpat,PMGSY-I,222,0,222,0,0,0,532.58,119.8807,529.97,117.4999,0
"Uttar Pradesh",Baghpat,PMGSY-II,16,0,16,0,0,0,118.61,51.37971,117.696,48.9855,0
"Uttar Pradesh",Bahraich,PMGSY-I,260,0,260,0,0,0,938.632,325.7493,921.943,312.4871,0
"Uttar Pradesh",Ballia,PMGSY-II,15,0,15,0,0,0,99.65,62.4179,97.229,56.6339,0
"Uttar Pradesh",Balrampur,PMGSY-I,195,0,195,0,0,0,607.479,189.1193,599.137,179.4222,0
"Uttar Pradesh",Balrampur,PMGSY-III,32,0,20,0,12,0,217.102,163.43264,134.667,86.4768,82.385
"Uttar Pradesh",Banda,PMGSY-I,141,0,141,0,0,0,469.34,134.1771,455.706,142.0221,0
"Uttar Pradesh",Bareilly,PMGSY-I,275,0,275,0,0,0,753.233,151.8216,742.463,157.9637,0
"Uttar Pradesh",Basti,PMGSY-I,272,0,272,0,0,0,785.883,244.2302,775.395,227.4427,0
"Uttar Pradesh",Basti,PMGSY-II,13,0,13,0,0,0,93.78,55.17578,92.875,47.7588,0
"Uttar Pradesh",Chandauli,PMGSY-III,18,0,18,0,0,0,135.425,55.76251,132.61,41.3051,0
"Uttar Pradesh",Etah,PMGSY-III,35,0,35,0,0,0,251.245,164.66377,250.331,117.7324,0
"Uttar Pradesh",Etawah,PMGSY-I,245,0,245,0,0,0,562.59,143.5727,548.383,136.8036,0
"Uttar Pradesh",Firozabad,PMGSY-II,15,0,15,0,0,0,108.25,77.283,103.32,61.2354,0
"Uttar Pradesh",Ghaziabad,PMGSY-I,154,0,154,0,0,0,385.4,79.6784,372.599,75.601,0
"Uttar Pradesh",Ghaziabad,PMGSY-III,10,0,10,0,0,0,71.19,41.1063,63.531,31.8912,0
"Uttar Pradesh",Ghazipur,PMGSY-I,252,0,252,0,0,0,717.532,206.8764,710.807,196.5916,0
"Uttar Pradesh",Gonda,PMGSY-III,66,0,65,0,1,0,460.485,334.92296,458.82,298.4698,0.2
"Uttar Pradesh",Gorakhpur,PMGSY-I,318,0,318,0,0,0,921.37,332.4885,908.531,304.686,0
"Uttar Pradesh",Hapur,PMGSY-III,13,0,13,0,0,0,95.33,66.6637,92.575,56.2768,0
"Uttar Pradesh",Jalaun,PMGSY-II,12,0,12,0,0,0,113.8,72.8806,114.1,62.0542,0
"Uttar Pradesh",Jhansi,PMGSY-I,131,0,131,0,0,0,498.815,156.5845,481.231,141.9012,0
"Uttar Pradesh",Lalitpur,PMGSY-III,18,0,14,0,4,0,157.17,132.22589,125.132,88.5453,31.9
"Uttar Pradesh",Mathura,PMGSY-I,201,0,201,0,0,0,580.757,152.4311,571.651,145.1983,0
"Uttar Pradesh",Mirzapur,PMGSY-I,287,0,287,0,0,0,834.627,217.1968,800.673,188.5854,0
"Uttar Pradesh",Moradabad,PMGSY-I,223,0,223,0,0,0,598.5,161.7229,582.117,157.3699,0
"Uttar Pradesh",Muzaffarnagar,PMGSY-I,204,0,204,0,0,0,560.02,108.6372,559.77,104.608,0
"Uttar Pradesh",Pilibhit,PMGSY-III,31,1,27,1,4,0,251.34,158.50596,238.435,127.2469,10
"Uttar Pradesh","Rae Bareli",PMGSY-II,12,0,12,0,0,0,116.9,87.66288,116,75.5848,0
"Uttar Pradesh",Rampur,PMGSY-III,26,0,26,0,0,0,167.12,94.59272,160.89,75.5097,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-III,19,0,8,0,11,0,121.77,117.4236,52.379,25.2374,68.42
"Uttar Pradesh",Shamli,PMGSY-III,17,0,17,0,0,0,149.55,100.38982,149.138,88.332,0
"Uttar Pradesh",Shrawasti,PMGSY-III,20,0,17,0,3,0,111.432,78.57414,103.621,65.7675,7.66
"Uttar Pradesh",Unnao,PMGSY-I,307,0,307,0,0,0,1074.58,338.0768,1056.763,328.4345,0
"Uttar Pradesh",Varanasi,PMGSY-II,16,0,16,0,0,0,98,40.37843,96.605,35.7274,0
Uttarakhand,Chamoli,PMGSY-II,9,3,9,3,0,0,92.015,73.2904,91.495,78.6347,0
Uttarakhand,Chamoli,PMGSY-III,20,0,0,0,20,0,220.664,202.81997,41.1,55.7821,179.564
Uttarakhand,Champawat,PMGSY-II,4,0,4,0,0,0,42,26.0547,42,25.7562,0
Uttarakhand,Champawat,PMGSY-III,8,0,0,0,8,0,85.362,67.91754,0,0,85.362
Uttarakhand,Dehradun,PMGSY-I,131,4,128,3,3,1,1223.048,525.4957,1196.193,528.0979,20.85
Uttarakhand,Haridwar,PMGSY-I,68,0,68,0,0,0,181.711,33.4022,181.71,28.3885,0
Uttarakhand,Nainital,PMGSY-II,7,1,6,1,1,0,59.05,32.2919,55.775,26.8949,2.95
Uttarakhand,Pithoragarh,PMGSY-III,26,0,0,0,26,0,375.502,311.43635,0,0,375.502
Uttarakhand,Rudraprayag,PMGSY-II,7,2,7,2,0,0,44.915,36.24517,43.2,37.4356,0
"West Bengal",Bankura,PMGSY-I,691,0,691,0,0,0,3150.821,1420.37671,3138.29,1171.7289,0
"West Bengal",Bankura,PMGSY-III,5,0,3,0,2,0,44.86,33.57125,35.871,20.6989,8.989
"West Bengal",Cooch-Behar,PMGSY-I,379,4,379,4,0,0,1251.68,495.71501,1248.466,458.8132,0
"West Bengal","Dakshin Dinajpur",PMGSY-III,1,0,0,0,1,0,3.441,2.06614,2.51,0.8562,0.931
"West Bengal",Darjeeling,PMGSY-I,155,3,155,3,0,0,768.321,527.6137,762.216,508.7473,0
"West Bengal",Hooghly,PMGSY-II,15,0,15,0,0,0,96.426,74.68126,96.426,64.3534,0
"West Bengal",Howrah,PMGSY-II,19,1,19,1,0,0,117.061,104.40142,117.068,94.109,0
"West Bengal",Jalpaiguri,PMGSY-I,154,2,154,2,0,0,945.253,392.79428,928.005,348.2809,0
"West Bengal",Jalpaiguri,PMGSY-II,16,0,16,0,0,0,95.62,78.00579,93.74,67.0303,0
"West Bengal",Jhargram,PMGSY-II,5,0,5,0,0,0,68.099,59.2613,68.099,46.319,0
"West Bengal",Kalimpong,PMGSY-I,80,2,80,2,0,0,432.841,290.8624,427.362,285.1607,0
"West Bengal",Murshidabad,PMGSY-I,410,4,410,4,0,0,2053.367,922.56231,2032.725,841.8226,0
"West Bengal",Nadia,PMGSY-III,13,0,5,0,8,0,80.43,53.36514,58.787,29.5069,21.774
"West Bengal","Paschim Burdwan",PMGSY-III,7,0,3,0,4,0,40.87,32.9354,29.92,16.8157,10.27
"West Bengal","Purba Burdwan",PMGSY-II,9,0,9,0,0,0,119.24,98.5914,119.655,89.0774,0
"West Bengal","Purba Medinipur",PMGSY-I,202,4,202,4,0,0,1304.068,658.48287,1290.698,609.6855,0
"West Bengal","Siliguri M.P.",PMGSY-I,94,1,94,1,0,0,354.167,121.07113,352.332,110.1007,0
"West Bengal",Uttardinajpur,PMGSY-I,351,4,351,4,0,0,1463.526,662.19252,1437.278,580.5011,0
"West Bengal",Uttardinajpur,PMGSY-II,10,0,10,0,0,0,81.437,68.09995,78.597,60.6663,0
"Andaman And Nicobar","South Andaman",PMGSY-II,11,0,7,0,4,0,20.082,10.4095,17.747,8.6343,2.123
"Andhra Pradesh","Alluri Sitharama Raju",PMGSY-II,2,0,2,0,0,0,14,8.9385,12.395,6.4294,0
"Andhra Pradesh",Anakapalli,PMGSY-II,5,0,5,0,0,0,34.62,21.309,31.291,16.1277,0
"Andhra Pradesh",Anantapur,PMGSY-III,16,5,14,0,2,5,145.623,109.8399,122.207,66.6426,18.7
"Andhra Pradesh",Annamayya,PMGSY-I,144,6,144,6,0,0,495.735,106.8891,479.78,101.3144,0
"Andhra Pradesh",Annamayya,PMGSY-III,52,1,28,0,24,1,386.961,222.36631,199.515,91.2124,181.581
"Andhra Pradesh",Bapatla,PMGSY-I,128,13,128,13,0,0,320.363,78.5873,305.542,75.079,0
"Andhra Pradesh",Bapatla,PMGSY-III,12,3,3,0,9,3,82.069,87.31,23.528,13.8855,58.304
"Andhra Pradesh","Dr BR Ambedkar Konaseema",PMGSY-III,11,1,9,1,2,0,76.433,48.80619,58.12,36.6604,16.59
"Andhra Pradesh","East Godavari",PMGSY-III,9,0,6,0,3,0,55.732,28.9171,36.907,17.0887,18.82
"Andhra Pradesh",Eluru,PMGSY-II,7,0,7,0,0,0,45.54,22.2167,44.101,18.5315,0
"Andhra Pradesh",Eluru,PM-JANMAN,5,0,0,0,5,0,21.998,13.555,0,0,21.998
"Andhra Pradesh",Kakinada,PMGSY-I,121,1,121,1,0,0,278.7,48.8651,267.2,40.8587,0
"Andhra Pradesh",Kakinada,PMGSY-II,7,0,7,0,0,0,39.106,17.77,37.507,14.3061,0
"Andhra Pradesh",Kurnool,PMGSY-III,11,0,8,0,3,0,102.633,46.9505,79.163,30.5078,19.62
"Andhra Pradesh",Nellore,PMGSY-III,20,2,13,0,7,2,194.37,122.57004,112.434,61.481,77.299
"Andhra Pradesh",Ntr,PMGSY-I,68,4,68,4,0,0,162.8,36.6868,156.83,37.4292,0
"Andhra Pradesh",Palnadu,PMGSY-I,138,4,138,4,0,0,565.97,142.3531,565.606,150.4727,0
"Andhra Pradesh",Palnadu,PMGSY-III,15,4,12,0,3,4,102.686,116.83499,75.943,48.9365,23.33
"Andhra Pradesh","Parvathipuram Manyam",PMGSY-I,141,4,135,3,6,1,435.81,144.1695,396.601,133.9624,24.393
"Andhra Pradesh","Parvathipuram Manyam",RCPLWEA,55,10,42,6,13,4,385.484,353.27394,305.191,272.1853,74.084
"Andhra Pradesh","Parvathipuram Manyam",PM-JANMAN,19,0,0,0,19,0,38.65,39.56477,0,0,38.65
"Andhra Pradesh",Prakasam,PMGSY-II,9,0,9,0,0,0,61.404,30.9533,59.156,27.2731,0
"Andhra Pradesh",Prakasam,PMGSY-III,15,4,12,0,3,4,141.414,105.29,108.919,61.3385,29.22
"Andhra Pradesh",Tirupati,PMGSY-III,20,7,17,0,3,7,139.514,124.52347,113.966,32.5652,21.43
"Andhra Pradesh","Y S R Kadapa",PMGSY-II,10,0,10,0,0,0,63.67,28.4113,62.345,28.3906,0
"Arunachal Pradesh",Anjaw,PMGSY-I,26,9,19,2,7,7,354.135,292.5651,291.455,242.7602,62.68
"Arunachal Pradesh",Kamale,PMGSY-II,3,0,3,0,0,0,29.5,28.0793,29,28.2116,0
"Arunachal Pradesh","Kurung Kumey",PMGSY-I,60,29,48,22,12,7,963.789,900.1091,859.499,836.0797,107.22
"Arunachal Pradesh","Lepa Rada",PMGSY-I,27,1,27,1,0,0,172.85,103.1735,171.339,95.712,0
"Arunachal Pradesh","Lepa Rada",PMGSY-III,3,0,0,0,3,0,33.8,33.7404,0,5.5442,33.8
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-I,29,4,29,4,0,0,171.48,104.4418,171.48,97.4866,0
"Arunachal Pradesh","Lower Siang",PMGSY-III,6,14,0,0,6,14,92.922,129.3545,0,24.6424,92.922
"Arunachal Pradesh","Lower Subansiri",PMGSY-I,47,5,47,5,0,0,423.66,271.7823,418.505,265.8233,0
"Arunachal Pradesh",Namsai,PMGSY-I,39,1,39,1,0,0,209.16,97.9754,209.16,95.7677,0
"Arunachal Pradesh","Papum Pare",PMGSY-I,86,26,86,26,0,0,761.99,634.5073,755.51,661.8832,0
"Arunachal Pradesh","Upper Siang",PMGSY-II,2,0,2,0,0,0,11.02,4.8324,11.02,4.875,0
"Arunachal Pradesh","West Kameng",PMGSY-I,84,11,81,10,3,1,775.769,451.7983,768.405,463.8754,6.94
"Arunachal Pradesh","West Siang",PMGSY-I,58,6,57,6,1,0,417.79,264.6555,399.43,259.4751,18.5
Assam,Bongaigaon,PMGSY-I,214,39,214,39,0,0,624.338,417.70806,624.08,434.6341,0
Assam,Chirang,PMGSY-II,4,4,4,4,0,0,25.065,24.2265,25.065,24.7633,0
Assam,Darrang,PMGSY-III,18,4,14,1,4,3,127.182,103.81488,94.35,70.5649,30.487
Assam,Dhubri,PMGSY-I,378,57,378,57,0,0,912.026,657.86704,896.157,699.0906,0
Assam,Dibrugarh,PMGSY-I,333,11,333,11,0,0,1015.233,514.56494,1009.482,569.6324,0
Assam,Goalpara,PMGSY-I,375,69,375,69,0,0,1064.279,694.17209,1060.507,774.6764,0
Assam,Golaghat,PMGSY-I,304,5,304,5,0,0,1204.084,611.48229,1203.511,627.4275,0
Assam,Golaghat,PMGSY-III,26,0,22,0,4,0,205.458,136.3507,169.01,112.1504,36.118
Assam,Hailakandi,PMGSY-II,2,0,2,0,0,0,17.3,14.218,17.3,14.1288,0
Assam,Jorhat,PMGSY-I,367,24,366,23,1,1,1039.818,599.56406,1035.503,664.2659,0.05
Assam,Jorhat,PMGSY-II,10,1,10,1,0,0,61.25,53.6937,61.25,56.4897,0
Assam,Kokrajhar,PMGSY-II,7,1,7,1,0,0,31.725,18.8913,31.725,17.6913,0
Assam,Lakhimpur,PMGSY-III,26,3,15,1,11,2,154.389,95.26334,118.46,59.9492,35.869
Assam,Udalguri,PMGSY-III,9,0,9,0,0,0,63.36,54.9087,63.36,48.7366,0
Bihar,Aurangabad,RCPLWEA,29,12,23,9,6,3,410.667,434.77915,384.732,412.7769,20.775
Bihar,Aurangabad,PMGSY-III,19,4,16,1,3,3,158.561,106.66194,147.1,59.5627,11.46
Bihar,Begusarai,PMGSY-II,11,1,11,1,0,0,61.055,33.72764,61.055,34.3338,0
Bihar,Bhagalpur,PMGSY-III,8,4,4,1,4,3,60.813,61.31584,36.19,36.242,24.613
Bihar,Bhojpur,PMGSY-I,386,4,381,4,5,0,1106.624,566.29681,1056.841,500.85,21.296
Bihar,Jahanabad,PMGSY-I,284,3,281,3,3,0,562.569,250.34601,548.744,222.4337,5.051
Bihar,Katihar,PMGSY-III,41,107,11,2,30,105,403.087,787.94374,179.019,356.6376,221.24
Bihar,Khagaria,PMGSY-III,3,0,2,0,1,0,26.09,19.73818,19.91,12.0933,6.18
Bihar,Kishanganj,PMGSY-I,305,101,305,100,0,1,1251.501,895.2539,1222.233,826.1555,0
Bihar,Munger,PMGSY-I,185,3,185,3,0,0,457.382,204.65905,449.417,172.7916,0
Bihar,Muzaffarpur,RCPLWEA,25,16,24,12,1,4,358.548,521.57931,350.921,529.3417,2.428
Bihar,Muzaffarpur,PMGSY-III,40,13,36,1,4,12,290.767,260.62108,268.994,187.5838,19.26
Bihar,Nawada,PMGSY-I,680,30,675,29,5,1,1669.35,938.50001,1609.646,794.2098,9.88
Bihar,Rohtas,PMGSY-II,4,0,4,0,0,0,46.08,26.1661,46.08,24.2488,0
Bihar,Samastipur,PMGSY-III,18,10,14,0,4,10,152.698,136.16185,115.24,100.1006,34.356
Bihar,Siwan,PMGSY-III,5,0,5,0,0,0,27.355,16.78689,27.036,14.0995,0
Bihar,Supaul,PMGSY-II,4,0,4,0,0,0,26.255,12.94036,26.255,13.0723,0
Chhattisgarh,Balod,PMGSY-II,11,0,11,0,0,0,121.875,82.0187,120.9,81.9574,0
Chhattisgarh,Balodabazar,PMGSY-I,252,3,252,3,0,0,1116.63,332.6491,1084.9,305.151,0
Chhattisgarh,Balodabazar,PMGSY-III,18,5,18,0,0,5,187.49,136.68489,186,97.1139,0
Chhattisgarh,Bemetra,PMGSY-I,149,1,149,1,0,0,643.02,173.8472,622.989,178.6295,0
Chhattisgarh,Dantewada,PMGSY-II,1,0,1,0,0,0,21.2,14.4226,21.2,15.3682,0
